X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100
-4.221364011604402	-4.2684428879466845	-3.975687253847841	-4.095872090724111	-4.390470807752507	-4.069597542239567	-4.253306506325713	-4.101655056078365	-4.112661343847207	-3.9083795861706676	-4.483702931459718	-4.407047882260423	-4.423347425596101	-4.505129430291648	-4.104559451579165	-4.245282742948461	-4.121510690986628	-3.7100943449532604	-4.288709001991808	-4.434017579261874	-4.053003390561347	-3.986104943027159	-3.744234763730078	-4.237387547916772	-4.207784332203798	-4.542835688699364	-4.178986741327295	-3.8599395999987847	-4.104028153589637	-3.7120857713102433	-4.010433502395989	-4.032818881219076	-3.856046658358971	-3.958479891915512	-3.894486643871843	-4.031562521033169	-4.143940033518455	-4.05260626372163	-3.8784466744393895	-4.181140772380429	-4.432206593437059	-4.3377595561521085	-3.9767557494598638	-4.342604802318578	-3.9543719159992166	-4.110562997827728	-4.28062834398132	-4.263821676230247	-3.830066846594111	-3.958278258625167	-4.265200476543961	-4.772743725533295	-3.941391406171039	-4.084733082682626	-4.360487136435487	-4.3130074447027225	-3.9522537192698715	-3.8696971039177326	-3.9076794208380803	-4.4723265751766395	-4.162797230313184	-4.204668503503822	-4.053796009959318	-4.2034513058297005	-4.193694503382766	-4.161414392085619	-4.081433331205715	-4.396242147307546	-3.9777670202399227	-4.206368849169789	-4.439400744506861	-4.066012775618903	-4.070674602870467	-4.24607026031177	-4.020389385641212	-4.641675323172734	-4.105553366751757	-4.144426413790643	-3.899410644291577	-4.672249635669963	-4.513000790306317	-4.022996691695195	-4.455857489207997	-4.229760340338	-4.134219895742377	-4.3131886142057505	-3.9759097927663873	-3.8079452732375403	-4.236919948607996	-3.7205014495448125	-4.400672072943749	-4.1473954125343475	-4.497554504904536	-4.208088901375135	-4.598089187636015	-4.1212226276991615	-3.9257733240690125	-4.456787380391155	-4.2007334918083865	-4.349399447957666
-4.005363775054973	-3.797231980342751	-4.413212550964908	-4.017726710992648	-4.344248181489272	-4.190431861452314	-4.066933773957868	-4.313352697946872	-4.151511640662088	-4.514641107095573	-4.1967846735928465	-4.1599680856631664	-3.935951008846387	-4.323449468308791	-3.841025702664312	-4.1760391841739954	-3.986316232291235	-4.0828358613056555	-4.382748553023369	-4.387006827199751	-4.0560729362011765	-4.15240365192403	-4.214440045325097	-3.9003966191699804	-3.5244532766200596	-3.9426924748819623	-4.389114505772654	-4.278006896684816	-4.100834813365331	-4.210798659793625	-4.206860144320167	-4.1097305242621776	-4.028157537425144	-3.968162162962841	-4.396432036468748	-4.498186225962103	-4.254619822437922	-4.130794134936638	-3.9494320575615958	-4.056879747957839	-4.226641015226039	-3.9925819853051943	-4.284952851425079	-4.088309157174712	-4.049002919379185	-3.8721363843343606	-3.449770662847411	-4.106531730631801	-4.145421891831474	-3.918392773435835	-3.823033745174686	-4.2864020188886265	-4.009775226770303	-4.344431095211725	-4.440676982194427	-4.0156138631500555	-4.072090542627704	-4.3226840328027905	-3.916249368387901	-4.127046890482764	-3.9919359731136845	-4.226756666295151	-4.245617480643847	-4.094682791136508	-4.129159042050386	-4.116105974060051	-3.768273703962572	-3.96097933280133	-4.124225216028748	-4.359623151589132	-4.20536519604221	-4.493351482660438	-4.0363638834159365	-4.21751979194505	-4.1943167924851945	-4.386781388537961	-4.273271731646092	-4.152329137850679	-4.3178840070073665	-3.860731830680254	-3.902701392862744	-4.2275713851092105	-4.014737082114433	-4.305237507817248	-4.217709788121518	-3.6704329446816284	-3.9013939961287702	-4.079205893298343	-4.168572865736926	-4.056557651895091	-3.7120621655138764	-4.2722733521214	-3.9274910423277403	-4.171856797674807	-4.37577658792518	-4.372248477647153	-4.36448114634314	-4.123145727900315	-3.907900959123135	-4.405648787547634
-2.5116520380830556	-2.3521387821390105	-2.320866983137231	-2.925732454593998	-2.1137977506941166	-2.627583819747916	-2.4399454812334698	-2.227057716787515	-2.1221514717231877	-2.6334943240924638	-2.2217219810085114	-2.095057609008223	-2.706884704770461	-2.2190943361064486	-2.187064131281769	-2.5016910428121157	-2.512091111371774	-2.827436055812447	-2.5619927111932017	-2.3502001238641594	-2.4136380314851413	-2.4637655495423436	-2.6058159645693424	-2.358350093425398	-2.4401262156198493	-2.1262888928824317	-2.8442978144267697	-2.5173327253723614	-2.4282344298490273	-2.496575346015156	-2.1980822999930663	-2.378604388260637	-2.594504166375169	-2.406880235368094	-2.386407733578569	-2.499550879229747	-2.2784730104431077	-2.254987682562454	-2.041639473726508	-2.101052528395081	-2.582519285407089	-2.6226551805791507	-2.5363946838964173	-2.42791263313553	-2.1950020729420583	-2.8587061667047085	-2.1526759298202056	-2.131814532126194	-2.286403760766211	-2.4610109325428113	-2.5430112785090815	-2.3132596432286	-2.3006246346062498	-2.3742462548267915	-2.388493017774996	-2.1131891616245593	-2.0346661426741877	-2.3648902854305898	-2.6648312641494196	-2.558499303978956	-2.3899848838373066	-2.690580698345646	-2.164961638258988	-2.3706376185881894	-2.270899160745684	-2.3513668599841084	-2.5204576071824025	-2.4766568421483037	-2.452589099036259	-2.4682009973363295	-1.918943006164941	-2.4378719266806677	-2.558833889100633	-2.4357570168418636	-2.8244416491064737	-2.45627824546942	-2.349563323511949	-2.768300874564627	-2.183924322420949	-2.456711235978103	-2.391550561423135	-2.497713443280912	-2.624840140396229	-2.31080047564213	-2.4849152049534466	-2.4441442946221845	-2.4734034207966973	-2.241130518843156	-2.314081358155715	-2.132146973663077	-2.8813715526821904	-2.3324037815074257	-2.7766241084401297	-2.143302469741352	-2.6641608870072586	-2.5902965285264186	-2.2430021028275124	-2.1203832809855907	-2.500078840943896	-2.1512525369809663
-5.942004710433611	-5.872200161035307	-6.057792608290692	-6.009614219519273	-5.993583895449055	-6.358212525728662	-5.692257087611231	-5.701623645048785	-6.157599517361	-6.12706496754379	-5.637638363668064	-5.7932907334794415	-5.753556137982423	-5.681443607964697	-5.745145682374174	-5.860632510211599	-5.727019602781057	-5.796956669241505	-5.652826447173197	-5.921940515598443	-5.728342700701337	-5.9296371362652005	-5.921786846757289	-6.2918147563523465	-6.096084786365495	-5.978079834443139	-5.514942862729932	-6.0252079967579775	-5.794177973272532	-5.764784187678201	-6.072529538720247	-5.7916578700376595	-5.958700885041954	-6.369399322226208	-5.658250946549139	-5.592707848377989	-5.737716794342032	-5.558953730570373	-5.827639227451335	-6.010767769538064	-6.18702670740738	-5.833258174082159	-5.9297904031323485	-5.982117709822914	-6.041109034576403	-5.816154631650033	-5.895497171409826	-6.137154465413429	-5.982555556901401	-6.141586404538915	-5.8453402291602234	-5.831205494191707	-6.099389448424571	-6.171669464257517	-5.871535520624872	-5.589050916974219	-5.463025716937602	-6.321411498002304	-5.763760899456178	-5.9773254016260635	-5.780066894930366	-5.771710626424065	-6.331558344809647	-5.949115470824925	-5.467617353026464	-5.915547576821532	-5.949769795068611	-5.709311883866982	-5.738140122184391	-5.9130202237442	-5.957590428991572	-5.598879988500272	-6.055192534716243	-5.971965087514432	-5.6407008302384805	-5.953394331482451	-5.426496440395878	-5.9920773628824975	-5.669962400705842	-5.943748636906874	-6.030421091252251	-5.913432478927392	-5.818092001282556	-5.956760105195508	-5.844146793598406	-5.458753919802528	-5.976414972515799	-5.605514965123253	-6.037769192061521	-6.070649895215242	-5.709304225632792	-5.91137572963398	-5.840488855163028	-6.00765178844347	-6.07148273087688	-5.783187479229678	-5.853848220821616	-5.851080168724594	-6.0383948994014	-5.849084709704304
-4.323079798393375	-4.153454358091041	-4.191191503696831	-3.7629667450486877	-3.8185312530341897	-3.6218220321294337	-3.915563836412485	-3.883672932063443	-4.2812241501321635	-3.7692623151295397	-3.329246882188082	-4.102401568131699	-3.939118894096339	-3.9876923491055423	-3.8105331811589207	-3.6816601457916467	-3.9202507439429457	-3.9732718622603915	-4.133428222313318	-3.8531715873445975	-4.136641093122776	-3.559033477621873	-3.9077843338130194	-3.601244349969942	-4.034845831337108	-3.829450217959519	-4.154565237762672	-3.5181742384646677	-4.163562699757241	-4.416745516014002	-3.9640205397468264	-3.723405707689441	-4.130224164676444	-3.6504165294298345	-4.165481755920563	-4.374081931886027	-3.6800246464731052	-3.699313698133441	-3.644418483426858	-3.9908061211287555	-3.9035210625771137	-4.165286710136364	-3.8301819751173034	-3.7407778087334105	-3.887918444879193	-3.9896080157943543	-3.938792717320397	-3.8089318957630107	-3.7560317420461704	-4.033227469019515	-3.663658633180779	-4.038004873013515	-3.9065770069231087	-3.6092776922371494	-4.256078391705487	-4.025863055786557	-3.69571488343698	-3.8198690270922184	-3.682301907264851	-4.307523287943662	-4.122227225513806	-3.872172306580713	-3.531504769500325	-4.098128851279697	-3.755704101805741	-3.8770648865308095	-3.8320381923200406	-3.7847431471860533	-4.157286936317697	-4.074925166927526	-3.793328630036876	-3.536647677702391	-4.166339822717942	-3.5368186747999744	-3.9305718853534235	-4.176574397024157	-4.081827405353111	-3.977443960977533	-4.2632472670555925	-3.6983907012553408	-4.255947166777614	-3.754161178655144	-4.016044609997773	-3.6448260084593427	-3.8688560257056337	-4.222310779789922	-3.412021639900024	-4.133671290511377	-3.884544002254384	-3.9156253564843326	-4.22955824070235	-4.2833036217565	-3.644083547413235	-4.437407895325708	-3.814626620659812	-3.964003397841539	-4.142224996119663	-3.9065826000739365	-3.9432444479672872	-3.9420938991635754
-3.4341548896623078	-3.5428664515887833	-3.5771231750366654	-3.344965491995051	-3.7236710328776583	-3.3703708818085283	-3.322356423727753	-3.466373338153107	-3.700002328636083	-3.2785711570030385	-3.484648276191618	-3.416188701445756	-3.5548513023246735	-3.3542121512200733	-3.3459909935848398	-3.153915514199697	-3.621438800979168	-3.6927037121318897	-3.547070250589052	-3.2786447115408217	-3.3816099787969143	-3.7546462945006756	-3.354136944149701	-3.6507982358180784	-3.730216468623138	-3.3935751325946324	-3.58009393904847	-3.7141221694068296	-3.173382001513152	-3.655313069004117	-3.656065804334106	-3.2291194996448858	-4.052430141925702	-3.13605018369097	-3.281478701457418	-3.846353340287483	-3.7209460933811838	-3.252145732055569	-3.320776491150421	-3.5284454094843354	-3.297613604780213	-3.552779502292696	-3.5928828785364235	-3.893320382408343	-3.381441949388855	-3.781406975795554	-3.4437884503830043	-3.1857650765830954	-3.6813236661825406	-3.5568251468550787	-3.7001149851132173	-3.6878941681871082	-3.2570202892067486	-3.8007804311876514	-3.6189965875938133	-3.368027535491964	-3.6202822254303952	-3.764536000200347	-4.131262785527305	-3.6852000580538586	-3.4441084010526013	-3.81342780290725	-3.450176740415654	-3.616185788184425	-3.733981022484605	-3.3930428393849383	-3.770995371880812	-3.818781802738099	-3.454721953989504	-3.6684267947389664	-3.916748820246231	-4.026016653563706	-3.257390366092858	-3.6332494025400695	-3.406130878807649	-3.6490826905586085	-3.8418510151984546	-3.496110597413159	-3.4243434717957886	-4.032074008134966	-4.064201538658803	-3.8044227988607506	-3.527476356799505	-3.683330875178863	-3.7278713103043737	-3.5397819106558424	-3.693804367705901	-3.69559558151746	-3.1251099760256142	-3.627648249251546	-3.143431880391078	-3.553337014795569	-3.525416518901286	-3.4716711405672536	-3.3896876604303707	-3.965773904674864	-3.513048697300853	-3.938318835707229	-3.3872399310427057	-3.612066148248354
-4.412351226175466	-4.4819703651653	-4.452622387168227	-4.577943821440552	-4.323510974781001	-4.544944211727885	-4.39459318851521	-4.246885266445567	-3.904098949973288	-4.4993655833388075	-4.599217826836634	-4.335187276552792	-4.548566611640178	-4.826054738470509	-4.255504827899326	-4.669959982904806	-4.6051189493944635	-4.251827039289025	-4.401873776981469	-4.646081002018478	-4.493099643979057	-4.533999782860731	-4.3139870391276744	-4.621826182904271	-4.689341884235883	-4.3222169788116895	-4.51171495407351	-4.839883111270919	-4.753338793313023	-4.990337641122114	-4.250957870928615	-4.539934059521958	-4.893617088745944	-4.068194165564459	-4.560638381660571	-4.243116889314554	-4.103191248025319	-4.902489247837435	-4.280404728672633	-4.25428488024928	-4.55486803565439	-4.460286083874161	-4.666634461208011	-4.577243409569359	-4.737035649421417	-4.857329177033784	-4.709740808838436	-4.265349947831673	-4.322267007948213	-4.5704526360838145	-4.264763366440015	-4.591786450070593	-4.44665942582647	-4.49908206135	-4.221978384095427	-4.583399185208301	-4.704910071130862	-4.246702982795219	-4.351057638592111	-4.154477660713643	-4.501191012141774	-4.637220004256973	-4.458477986557266	-4.631779317687935	-4.589758379082022	-4.493028639739595	-4.5177627601250565	-4.4383344211683875	-4.303280545110858	-4.503744227955698	-4.245810105243928	-4.832411506518275	-4.759138124358499	-4.089813391342633	-4.517551744505633	-4.251441585322114	-4.390367423913275	-4.759321625062019	-4.545528214291625	-5.083741277393187	-4.6883509532918834	-4.884150800785979	-4.671471302337208	-4.5498950317664795	-4.5803048548944485	-4.225410927298837	-4.158814429303351	-4.557445186314492	-4.474477843277046	-4.0911372496495115	-4.057863619441247	-4.348916266720354	-4.496978117741722	-4.251612493416117	-4.443801963214533	-4.530578350640558	-4.71361203539384	-4.68278183549756	-4.520092377943315	-4.689488078076856
-4.608684810553881	-4.709833287556604	-4.063547707846467	-4.1389399655992305	-4.439925122604491	-4.254568402212523	-4.347666206725827	-4.0500763016360795	-4.465905041500972	-4.889623641116638	-4.205041334174415	-4.264928827152147	-4.054148815133435	-4.146940314964425	-4.449741723781906	-4.612204439972274	-3.9958267041552857	-3.970862340648893	-4.185910535961797	-4.460515965543028	-4.158521834745188	-4.086393026014069	-4.6969697314543195	-4.746615547860804	-3.90021753212637	-4.4550844737368465	-3.9174102782185978	-4.297253201506466	-4.0728439248941894	-4.001357731992311	-4.420376263736431	-4.4182063910366836	-4.465363628655719	-4.384702513673663	-3.9500781137873178	-4.6845228965587955	-4.29215690408351	-4.511174204696609	-4.267555820439718	-4.51016482281379	-4.082555004104885	-4.179093072976594	-4.5139530032859385	-4.568391501342564	-4.113044436615629	-4.3124344973954525	-4.484502972473657	-4.049560150260129	-4.295746969877963	-4.540805288149277	-4.248962679088294	-4.079095033897083	-4.2937421789141075	-4.2681382785134785	-4.44236853641055	-4.228846287964567	-4.579336267449794	-4.573538384091663	-4.402041327318367	-4.278738295473674	-4.272737508398804	-4.586384431318215	-4.257421731381944	-4.5935848382692575	-4.48280987730059	-4.185398740867505	-4.423416552311646	-4.245142445487983	-4.16006498441882	-4.582404257131615	-4.420883740016018	-4.3315211932586655	-4.727701199994948	-4.108295146968594	-3.956204697786561	-4.10544330301647	-3.9075291029907215	-4.498341506611505	-4.491233645969161	-3.9898821776846036	-4.624738345568563	-4.558624992459252	-4.823267417034996	-4.412180771759886	-4.124041596057103	-4.606444712937054	-4.381338291881392	-4.59243050418528	-4.51116787585862	-4.099270628873935	-4.2753560966934305	-4.046796443618833	-4.2972713749720075	-4.137577788443404	-4.7257356797811205	-4.368412294872981	-4.607887277152927	-4.23365048079123	-4.2214275409019875	-4.217084169310601
-4.872824058727468	-4.649869438627123	-4.5510585086282545	-4.469211778124945	-4.936420304605025	-4.871481995091819	-4.6021798295273815	-4.442777304319068	-4.7255346075909825	-4.850572799817842	-4.809761447994578	-4.545849102633021	-4.959455950844899	-4.381068150217838	-4.584191074868997	-4.9539030339059	-4.632659147324346	-4.622203601644318	-4.570930647378388	-4.79509611126597	-4.394116107902766	-4.876773441864886	-4.707090868694088	-4.48406584290315	-4.58603511785887	-4.496726016134797	-4.912637593144282	-4.519327087295156	-4.471204542546149	-4.396181387715136	-4.64912477558684	-4.331856389493296	-4.2805916725775095	-4.201088460963294	-4.896900090074057	-4.850892017381462	-4.780189224619735	-4.623063015920605	-4.661640215407862	-4.541115717899529	-4.870873412781505	-4.991075508892704	-4.565982035135827	-4.8253506993984825	-4.321671451478415	-4.35061563769375	-4.705499472069327	-4.52968995003183	-4.6231398572963585	-4.714926057567254	-4.718676256626252	-4.744579565745098	-4.850028767464218	-4.598241873179927	-4.657638850536681	-4.626487049142613	-4.955021582843226	-4.750864815873259	-4.602433270410671	-4.934800474851236	-4.769515765577509	-3.9583520754446235	-4.524531751297651	-4.607462883760723	-4.8789081526712215	-4.502415362180033	-4.6337551539972655	-4.951881927199575	-4.863757826779516	-4.910760816616577	-4.5338074263843104	-4.770688692491053	-4.402629834978317	-4.784082521888465	-4.06785280370322	-4.690896452479778	-4.689692964315009	-4.658667940968931	-4.501941796487896	-4.828576484031096	-5.16882343509651	-4.535277398172898	-4.571290066848232	-4.795319867291864	-4.456885508135467	-4.827443778717085	-4.590055712121244	-4.593639791309404	-4.344622850383185	-4.549487851566221	-5.094984467029858	-4.441668625762697	-4.60291083129726	-4.451005197703833	-4.761292187067992	-4.799098340732102	-4.642130183744918	-4.90297775640233	-4.679647382715467	-4.745528185227875
-3.9447101771255473	-4.198364907927799	-4.255734977837269	-3.587545376442223	-3.825210506824037	-3.4788996770490725	-3.8254500808842966	-3.6506245758750797	-3.9161378173279155	-3.8653519918942543	-3.3546517474169426	-4.1184326547462184	-4.011993008425798	-3.544729758205978	-3.3113413372145413	-3.5490031763611505	-3.6771287150681156	-4.188766629258181	-3.9060567796457493	-3.8289992389096907	-3.8883859193410157	-3.746968574187311	-3.4824326754653514	-3.880405458943546	-3.8184867418223964	-4.0840191435999005	-3.553439957622038	-3.6848605652954585	-3.666239356824529	-4.07032151262602	-4.231336985557664	-3.8110607179624143	-3.4979529239319724	-4.1296235753140955	-4.05880826086921	-4.025202327874118	-3.918251427068047	-3.8715375338415177	-3.6600210894017304	-3.7948307366468383	-3.6206006191625155	-3.747719635613829	-3.73493494150438	-4.025059503578654	-3.892046380298724	-3.9181996767827165	-4.001202800798704	-3.7245183368597488	-4.279069003755469	-3.644678788341473	-4.013447408017153	-3.9612973061386954	-4.000860821067828	-3.98900060065519	-3.9879078927748384	-3.886071564545193	-3.5979129571713275	-4.171482671169968	-3.5401985967541143	-3.9423641328312247	-3.551279105680132	-3.819457926178899	-3.9153577796298005	-3.9273227618752613	-4.256554092751663	-3.531952437870731	-3.840669031040587	-3.776316442561689	-3.558908854819806	-3.780685626169626	-3.828409856517884	-3.7930051920053605	-4.0195141672092065	-3.9183001334209773	-3.8335188827574314	-3.6846041049816143	-4.046230255986982	-3.832765559492315	-3.800827462944647	-3.9016349313985432	-3.8202619853771735	-3.717567474758704	-4.465073441052686	-3.9808708618956934	-3.5563016425792817	-3.788104536546	-3.906073229883612	-3.9425983182789195	-4.285213524084766	-3.68417483923019	-4.1649833282749755	-3.6551882067785733	-3.811519824875322	-3.9193944627761708	-3.4984720697984226	-3.555348935848549	-3.9713945407013633	-3.982335273550505	-3.451708956245559	-3.901893489871697
-2.631775525212296	-2.920529075647102	-2.980972937954925	-2.7132064612913065	-2.5349654172794835	-3.0166785118387174	-3.1467053537593386	-2.7431820189393323	-2.7898394155019317	-2.4011085619274635	-2.8804780000838397	-2.839049144221648	-2.41126207350446	-2.438275042683639	-2.8614030695641146	-2.6898829116649363	-2.9295979830346033	-3.017360619127198	-2.5828276912124926	-2.569039957471495	-3.264056227846549	-3.105954013853438	-2.681747664313204	-3.131603861395331	-2.8667274128188263	-2.6516485631377145	-2.988386787703755	-3.224713431750204	-2.8706592477890718	-2.90502718249125	-2.6968389265128936	-2.733331818652239	-2.5383332174348645	-3.1150066570862815	-2.52348280348994	-2.487015986007675	-2.877820951898044	-2.7081236635286565	-3.127444321034515	-2.68827183817049	-2.7248465846941103	-2.5508989605225354	-2.7340871646387157	-2.882397864976811	-2.912988810993343	-2.63589495392256	-2.7274588144618717	-2.5804729618541575	-3.05663653971652	-2.739126239709841	-3.2205801658227147	-2.914102377017393	-2.8334924123490426	-2.7612847083782452	-2.3729236439157004	-2.6336097900630744	-2.667780999765803	-2.5807593983316375	-2.9972995906322697	-2.909877445657809	-2.862160041204694	-3.0181186014583856	-2.86413877206841	-2.477877942669214	-2.888355462874927	-2.5767780100668163	-2.8333285726441915	-3.225362277409592	-2.6616677678524727	-2.9598057820718138	-2.9399522106833746	-3.001544124583403	-2.8984617386289	-2.0694852235958194	-2.6263459774074813	-2.5614772327510895	-3.0623999103437693	-2.659716798294954	-2.8943815935054933	-2.841290005463238	-3.0338383813840424	-2.8707873175992287	-2.89018510937447	-2.750190562566268	-3.0076571770469864	-2.9742712345911	-2.477714668576616	-3.2807149869789853	-2.7474590927017917	-3.0036170978605874	-2.8948157046749055	-2.66656869523272	-2.845540565390471	-2.7463399715665298	-2.8564386218749234	-2.5630622854754757	-3.1813075841228464	-2.8295830570488114	-2.3768122293410405	-2.656355463917667
-3.7620209411942516	-3.862760029094935	-4.037914351721945	-3.7344383611307608	-3.9557284597946083	-3.7710706761139665	-3.854573015174454	-3.7527717944742323	-4.114907492579698	-4.151386846923972	-3.705306599639105	-4.021150873112737	-3.7330352162210434	-3.3009062282942523	-3.867999807048814	-4.092348822378287	-4.283734526290954	-3.610862351689691	-3.9277848875447328	-3.5706091003546674	-4.120696509812039	-3.584561061601479	-4.286790563347208	-3.57115587137562	-3.421150683695002	-3.4812091789899973	-3.9782461213449904	-4.201135152919037	-3.861533190721523	-3.9547038299975554	-4.125344899623482	-3.7702177421352516	-3.9778481818223455	-3.710926148643114	-3.8990507490162725	-4.126579611185349	-3.816430584625737	-3.754539003826708	-4.007929079778153	-3.8648571428582317	-3.7299508080434967	-3.5909459671443336	-4.236361166699567	-3.7389913999265705	-3.7143863051355406	-4.155272645763072	-3.5083500328682193	-4.077352777089752	-3.950465775284089	-3.4408590330871363	-3.987705195214783	-4.224798783501687	-3.7371483496179665	-3.793649071190743	-3.9038662123752808	-3.9688742442966563	-3.7090966319569576	-3.9955425552235373	-3.8607546034582305	-3.76222361327664	-4.084274331910019	-3.704909711796347	-4.0094335619843555	-4.034613728273223	-3.744860893129666	-3.907672374710011	-3.8300278747903924	-3.94816658033711	-3.9262548131652166	-3.6508513894918266	-3.6546598599773907	-3.9645933582434596	-3.724392224801721	-3.856011968989412	-4.297625211663902	-3.6264430922821638	-3.8079304021791462	-4.096146538469499	-3.6807650167943726	-4.209029898676999	-3.241790619740522	-4.100850937449244	-3.4591974968687023	-3.926840871883707	-3.903184532076961	-3.912670272269556	-3.676617043069632	-3.8030285557885484	-3.489031836132789	-3.7214928391553688	-3.2870966148206158	-3.8831604070790466	-3.6234644850285855	-3.668426730214623	-3.9041577741672655	-3.881248419502253	-3.925311626868117	-3.4170499901952165	-3.9610355072229417	-4.199715152655372
-4.720323093328349	-3.926578198940097	-4.444590895861835	-4.311003274516897	-4.1710905750384955	-4.830539534398232	-4.394002036880335	-4.209828606672363	-4.06943108754027	-4.429676766095008	-3.997100767612963	-4.120986030854611	-4.02066574386927	-3.899185885273012	-3.8763707139126526	-4.160971727967138	-4.45445321351263	-4.628820932316033	-3.9044695792016353	-4.370720578673171	-4.321043975913598	-4.656057066964561	-4.271426512251613	-4.363514061722661	-4.5298938297237	-4.178625332350707	-4.305366590801509	-4.59013036213818	-4.4773515131437245	-4.505216892356008	-4.313975942096609	-3.974892542906029	-4.366082158453761	-4.317709243988936	-4.245868312402176	-4.017950945647626	-3.7307331396535983	-4.157974068600082	-4.368251044549197	-4.156349411659897	-4.364806717960519	-3.9125480896628977	-4.219721194432939	-4.166871202133634	-3.9671680352524152	-3.905317111509258	-4.427227849532539	-4.714974568199817	-4.123971710636123	-4.702598867904293	-4.496693875320519	-4.338705187943531	-4.451596725558958	-4.725675811449957	-4.3065210714515265	-4.10671794801116	-4.19584605610912	-4.360534983276244	-4.023327684388077	-4.204396370945326	-4.249430903548177	-4.076847832299447	-4.186454359102152	-4.241260985403456	-4.129319805539159	-4.725455621812619	-4.29725177326562	-4.7269203062618095	-4.31593072039255	-4.447642265807236	-3.9975373067715485	-4.379367800070359	-4.315836162395234	-4.336807624891071	-4.349825440426384	-3.89846206244198	-4.327423095398537	-4.4493652566593225	-3.963242956375334	-4.032570476756846	-4.583204215106121	-4.760977305384175	-4.459670725264404	-4.449547552508182	-4.259511615609533	-4.12735579092707	-4.147397976177775	-4.324898870813338	-4.227747123048569	-3.988064682204036	-4.5263601664108535	-4.1304247939002225	-4.008743585695852	-4.617950128789498	-4.37193569966536	-4.228904003994609	-4.298723366564568	-4.098697627004837	-4.128616791621367	-4.18225506861937
-3.9980160404206666	-3.891134297535987	-3.6291869214284453	-4.338152656608471	-4.042179144064812	-3.956402438061709	-4.1790120010566945	-3.7432344316680872	-3.5545459960728136	-3.7990512849723173	-3.867824519953454	-4.278188198716249	-4.0626018251975715	-3.7186265598833947	-3.901926206014499	-3.983139027378247	-4.142338340108454	-3.837824716564904	-4.052927716068856	-4.162439384830604	-4.185183285365333	-3.6161686190850038	-4.304466994458999	-3.908313715372724	-3.989796920079687	-3.9705374129230613	-3.897353840334518	-3.865977769203916	-3.8475103759342684	-3.6496582999314082	-3.9100175501213763	-3.991926006677029	-3.9673004931840596	-4.145080956740861	-3.6906235752774585	-3.91497996272972	-4.026237950072576	-4.141377698651156	-3.850246830120768	-4.015234933297058	-3.8580986311878225	-3.760717031391059	-4.115753222594348	-4.088411065025959	-4.024189602526729	-4.077721936973705	-4.191968188757577	-3.7841940838874066	-4.068849803013486	-3.929687215647579	-3.565925895624117	-4.066730118599249	-3.798836096584613	-3.7072977472344575	-3.927244743707431	-3.76376822965848	-3.862254868026595	-3.966473300022145	-3.9911204620123644	-3.869026662402863	-3.959981717403762	-4.119479989746314	-3.784287926266474	-3.6013362732379495	-4.627630167553309	-4.196578992536464	-4.076093169449247	-3.707440456630022	-3.994431901886507	-4.159356503651159	-3.9207159024023626	-4.005420994943912	-4.282059523607131	-4.270151342236156	-4.0424717597364275	-4.0824480810742845	-4.142698537856402	-4.1029961335631855	-3.95212184601431	-3.3347303441139315	-3.4174542499018563	-4.450521617372682	-3.9268303082967115	-4.054046922294405	-4.570349967114941	-3.8948256699900052	-4.215520149561628	-3.60152823763662	-3.9407322509847584	-3.9687048828573	-3.6274770675328822	-3.8792710415480642	-4.0322277196858485	-3.7464609430573677	-4.034238356234515	-4.252939267816654	-3.5282643629526795	-4.209611256494285	-3.881789119613248	-3.940870829755953
